36.3474	-29.56544	1.50921	5.87541	5.40841	-5.54463	-0.00756	0.00306	1.39062E-4	-8.4759E-4	8.93101E-5	2.28275E-5
-29.56544	70.73319	-29.19255	-5.83039	2.37449	3.91549	0.00504	-0.00864	0.00368	0.00123	-0.00176	5.35787E-4
1.50921	-29.19255	62.79556	-50.16105	-4.68303	11.63378	-6.86155E-4	0.00286	-0.00754	0.00229	0.00259	-0.00131
5.87541	-5.83039	-50.16105	196.22587	-91.8219	3.2222	5.5901E-4	5.75897E-4	0.00431	-0.02051	0.0079	4.39321E-4
5.40841	2.37449	-4.68303	-91.8219	174.44937	-81.45595	-8.04172E-4	-6.81868E-4	8.92668E-4	0.01125	-0.02215	0.00444
-5.54463	3.91549	11.63378	3.2222	-81.45595	94.35584	1.90865E-4	1.98418E-4	-9.54532E-4	-0.00325	0.01167	-0.00718
-0.00756	0.00504	-6.86155E-4	5.5901E-4	-8.04172E-4	1.90865E-4	5.52258E-6	-2.17526E-6	5.18105E-8	9.53352E-7	-5.10778E-7	6.47511E-8
0.00306	-0.00864	0.00286	5.75897E-4	-6.81868E-4	1.98418E-4	-2.17526E-6	4.37879E-6	-2.47358E-6	-3.71613E-8	9.39659E-7	-2.49509E-7
1.39062E-4	0.00368	-0.00754	0.00431	8.92668E-4	-9.54532E-4	5.18105E-8	-2.47358E-6	6.57748E-6	-4.07786E-6	-4.15489E-7	4.64143E-7
-8.4759E-4	0.00123	0.00229	-0.02051	0.01125	-0.00325	9.53352E-7	-3.71613E-8	-4.07786E-6	1.41375E-5	-6.20754E-6	4.32979E-7
8.93101E-5	-0.00176	0.00259	0.0079	-0.02215	0.01167	-5.10778E-7	9.39659E-7	-4.15489E-7	-6.20754E-6	1.31892E-5	-3.03032E-6
2.28275E-5	5.35787E-4	-0.00131	4.39321E-4	0.00444	-0.00718	6.47511E-8	-2.49509E-7	4.64143E-7	4.32979E-7	-3.03032E-6	2.21341E-6
